class,order,family,species,taxa,latitude,abs_latitude,longitude,life_stage,habitat,breathing_mode,ctmax,ctmin,body_mass,time_ctmax,time_ctmin,reference,reference_add
Amphibia,Anura,Hylidae,Hypsiboas albomarginatus,amph,-13.89,13.89,-39.22,Non-adult,Aquatic,Water,41.4,6.9,-0.16513442,1.932473765,1.719331287,3,
Amphibia,Anura,Phyllomedusidae,Phyllomedusa rohdei,amph,-14.79,14.79,-39.17,Non-adult,Aquatic,Water,41.1,7.1,-0.98481289,1.926342447,1.712649702,3,
Amphibia,Anura,Hylidae,Scinax agilis,amph,-14.66,14.66,-39.07,Non-adult,Aquatic,Water,42.5,7.3,-0.682045616,1.954242509,1.705863712,3,
Amphibia,Anura,Hylidae,Dendropsophus branneri,amph,-14.59,14.59,-39.06,Non-adult,Aquatic,Water,41.8,7.8,-0.838631998,1.940516485,1.688419822,3,
Amphibia,Anura,Hylidae,Trachycephalus mesophaeus,amph,-14.79,14.79,-39.17,Non-adult,Aquatic,Water,41,8.2,-0.371538085,1.924279286,1.673941999,3,
Amphibia,Anura,Leptodactylidae ,Leptodactylus fuscus,amph,-14.66,14.66,-39.07,Non-adult,Aquatic,Water,43.6,8.2,-0.737746721,1.974971994,1.673941999,3,
Amphibia,Anura,Bufonidae ,Rhinella hoogmoedi,amph,-14.58,14.58,-39.06,Non-adult,Aquatic,Water,39.4,8.2,-0.690495649,1.889861721,1.673941999,3,
Amphibia,Caudata,Plethodontidae,Eurycea nana,amph,29.88,29.88,-95.16,Adult,Terrestrial,Water,35.8,NA,-0.619788758,1.170261715,NA,6,
Amphibia,Anura,Ranidae,Rana temporaria temporaria,amph,43.38,43.38,-4.81,Non-adult,Terrestrial,Water,34.8,-1.5,-0.455931956,1.772321707,1.892094603,9,
Amphibia,Anura,Bufonidae ,Rhinella spinulosa,amph,-22.89,22.89,68.21,Adult,Terrestrial,Water,38.11,-1.01,1.431363764,1.178737204,0.962606073,11,
Malacostraca,Amphipoda,Gammaridae,Gammarus tigrinus,crust,52.42,52.42,4.69,Adult,Aquatic,Water,34.72,NA,-2.004364805,1.995108458,NA,17,
Malacostraca,Amphipoda,Gammaridae,Gammarus roeseli,crust,51.73,51.73,5.95,Adult,Aquatic,Water,33.63,NA,-1.217599048,1.975523713,NA,17,
Malacostraca,Amphipoda,Gammaridae,Gammarus pulex,crust,51.92,51.92,6.67,Adult,Aquatic,Water,34.85,NA,-1.26776712,1.997386384,NA,17,
Malacostraca,Amphipoda,Gammaridae,Gammarus fossarum,crust,51.82,51.82,5.94,Adult,Aquatic,Water,32.93,NA,-1.689519109,1.962464046,NA,17,
Malacostraca,Amphipoda,Gammaridae,Echinogammarus berilloni,crust,51.63,51.63,7.93,Adult,Aquatic,Water,33.98,NA,-1.723078868,1.98190917,NA,17,
Malacostraca,Amphipoda,Gammaridae,Dikerogammarus villosus,crust,51.85,51.85,5.88,Adult,Aquatic,Water,32.32,NA,-1.198253381,1.950754182,NA,17,
Malacostraca,Amphipoda,Crangonyctidae,Crangonyx pseudogracilis,crust,51.92,51.92,5.52,Adult,Aquatic,Water,36.79,NA,-2.058488567,2.030032705,NA,17,
Malacostraca,Isopoda,Asellidae,Asellus aquaticus,crust,51.82,51.82,5.87,Adult,Aquatic,Water,35.59,NA,-1.537003388,2.010130277,NA,17,
Malacostraca,Decapoda,Penaeidae,Penaeus monodon,crust,10.03,10.03,105.76,Adult,Aquatic,Water,41.3,NA,1.948901761,2.575957189,NA,18,
Malacostraca,Decapoda,Astacidae,Astacus astacus,crust,51.16,51.16,10.2,Adult,Aquatic,Water,35.7,NA,1.914343157,2.770852012,NA,18,
Malacostraca,Decapoda,Pisidae,Libinia dubia,crust,21.16,21.16,-90,Adult,Aquatic,Water,41.5,9.4,1.924279286,1.583576586,1.457377197,19,
Malacostraca,Decapoda,Portunidae,Callinectes similis,crust,21.16,21.16,-90,Adult,Aquatic,Water,41.5,10.35,1.431363764,1.583576586,1.40654018,19,
Actinopterygii,Perciformes,Centropomidae,Centropomus undecimalis,fish,21.01,21.01,-89.8,Non-adult,Aquatic,Water,41.9,10.7,0.62324929,1.075546961,0.86332286,19,
Actinopterygii,Perciformes,Lutjanidae,Ocyurus chrysurus,fish,21.01,21.01,-89.8,Non-adult,Aquatic,Water,38.7,11.8,0.843855423,0.939519253,0.792391689,19,
Malacostraca,Decapoda,Carcinidae,Carcinus maenas,crust,54.69,54.69,-1.16,Adult,Aquatic,Water,35.8,NA,1.978636948,1.838849091,NA,20,
Malacostraca,Decapoda,Cancridae,Cancer pagurus,crust,54.69,54.69,-1.16,Adult,Aquatic,Water,31.5,NA,2.146438135,1.67669361,NA,20,
Malacostraca,Decapoda,Palaemonidae,Pandalus  montagui,crust,50.35,50.35,-0.83,Adult,Aquatic,Water,27.6,NA,0.041392685,1.005752329,NA,21,
Malacostraca,Decapoda,Palaemonidae,Palaemon varians,crust,50.73,50.73,-1.53,Adult,Aquatic,Water,36,NA,-0.522878745,1.166331422,NA,21,
Malacostraca,Decapoda,Palaemonidae,Palaemon serratus,crust,50.35,50.35,-4.11,Adult,Aquatic,Water,33.5,NA,0.079181246,1.054357662,NA,21,
Malacostraca,Decapoda,Palaemonidae,Palaemon macrodactylus,crust,51.48,51.48,-0.6,Adult,Aquatic,Water,37.8,NA,-0.15490196,1.232148706,NA,21,
Malacostraca,Decapoda,Palaemonidae,Palaemon elegans,crust,12.44,12.44,-7.58,Adult,Aquatic,Water,35,NA,-0.301029996,1.124938737,NA,21,
Malacostraca,Decapoda,Crangonidae,Crangon crangon,crust,50.35,50.35,-4.18,Adult,Aquatic,Water,35.4,NA,-0.096910013,1.312459457,NA,21,
Branchipoda,Cladocera,Daphniidae,Daphnia magna,crust,53.26,53.26,-3,Adult,Aquatic,Water,38.2,NA,-3.522878745,0.782950133,NA,22,
Malacostraca,Amphipoda,Gammaridae,Echinogammarus ischnus,crust,51.85,51.85,5.8,Adult,Aquatic,Water,31,NA,-1.301029996,2.176091259,NA,23,
Malacostraca,Decapoda,Varunidae,Hemigrapsus crenulatus,crust,-41.62,41.62,-73.59,Adult,Intertidal,Water,34.9,3.2,0.960470778,1.037426498,1.245512668,24,
Malacostraca,Decapoda,Varunidae,Hemigrapsus nudus,crust,48.9,48.9,-125.27,Adult,Intertidal,Water,33.6,3.5,0.698970004,1.546542663,1.113943352,25,
Malacostraca,Decapoda,Lithodidae,Lithodes santolla,crust,-41.49,41.49,-72.89,Non-adult,Aquatic,Water,27.6,1.5,-0.994819487,1.193124598,1.021189299,26,
Malacostraca,Decapoda,Penaeidae,Litopenaeus vannamei,crust,36.77,36.77,35.79,Non-adult,Aquatic,Water,42.2,7.5,1.026941628,2.882239848,2.670941281,27,
Malacostraca,Decapoda,Palaemonidae,Macrobrachium acanthurus,crust,18.36,18.36,-92.87,Adult,Aquatic,Water,39.8,11,0.759667845,0.892094603,0.954242509,28,
Malacostraca,Decapoda,Palaemonidae,Macrobrachium malcolmsonii,crust,11.48,11.48,79.77,Non-adult,Aquatic,Water,41.4,NA,-0.045757491,1.579783597,NA,29,
Malacostraca,Decapoda,Palaemonidae,Macrobrachium rosenbergii,crust,18,18,-102,Non-adult,Aquatic,Water,42,10.5,0.06069784,1,0.977723605,30,
Malacostraca,Decapoda,Palaemonidae,Macrobrachium tenellum,crust,26.9,26.9,-112,Adult,Aquatic,Water,43,NA,0.761175813,1.041392685,NA,31,
Malacostraca,Decapoda,Cambaridae,Orconectes virilis,crust,39.44,39.44,-84.52,Adult,Aquatic,Water,39.2,NA,1.555698895,0.84509804,NA,33,
Malacostraca,Decapoda,Cambaridae,Orconectes rusticus,crust,39.44,39.44,-84.52,Adult,Aquatic,Water,41.3,NA,0.944482672,1.021189299,NA,33,
Malacostraca,Amphipoda,Maeridae,Paraceradocus gibber,crust,-67.57,67.57,-68.13,Adult,Aquatic,Water,14.69,NA,-0.031517051,3.067814511,NA,34,
Malacostraca,Amphipoda,Maeridae,Paraceradocus miersi,crust,-67.56,67.56,-68.1,Adult,Aquatic,Water,15.1,NA,-0.065501549,3.178976947,NA,35,
Malacostraca,Decapoda,Portunidae,Portunus pelagicus,crust,21.27,21.27,39.11,Adult,Aquatic,Water,42.32,11.57,2,1.789580712,1.624797579,37,
Malacostraca,Decapoda,Cambaridae,Procambarus clarkii,crust,36.44,36.44,-115.36,Adult,Aquatic,Water,36,8.4,1.342422681,1.84509804,1.832508913,38,
Actinopterygii,Clupeiformes,Carangidae,Trachurus japonicus,fish,35.18,35.18,140.35,Adult,Aquatic,Water,35.1,NA,1.790285164,1.932180256,NA,41,
Actinopterygii,Clupeiformes,Sillaginidae,Sillago japonica,fish,35.18,35.18,140.35,Adult,Aquatic,Water,37.4,NA,1.113943352,2.054049761,NA,41,
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes schlegelii,fish,35.18,35.18,140.35,Adult,Aquatic,Water,34.6,NA,0.342422681,1.900465843,NA,41,
Actinopterygii,Clupeiformes,Carangidae,Pseudocaranx dentex,fish,35.18,35.18,140.35,Adult,Aquatic,Water,36.1,NA,1.285557309,1.932180256,NA,41,
Actinopterygii,Clupeiformes,Haemulidae,Parapristipoma trilineatum,fish,35.18,35.18,140.35,Adult,Aquatic,Water,37.2,NA,1.079181246,1.99473576,NA,41,
Actinopterygii,Clupeiformes,Sparidae,Pagrus major,fish,35.18,35.18,140.35,Adult,Aquatic,Water,35.7,NA,1.544068044,1.967412633,NA,41,
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus keta,fish,35.18,35.18,140.35,Adult,Aquatic,Water,29.6,NA,1.278753601,2.063193141,NA,41,
Actinopterygii,Clupeiformes,Lateolabracidae,Lateolabrax japonicus,fish,35.18,35.18,140.35,Adult,Aquatic,Water,39.1,NA,1.176091259,2.085243281,NA,41,
Actinopterygii,Clupeiformes,Engraulidae,Engraulis japonicus,fish,35.18,35.18,140.35,Adult,Aquatic,Water,34.7,NA,0.698970004,1.90699671,NA,41,
Actinopterygii,Clupeiformes,Sparidae,Acanthoparus schlegeli,fish,35.18,35.18,140.35,Adult,Aquatic,Water,39.3,NA,1.662757832,2.093759132,NA,41,
Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser brevirostrum,fish,32.89,32.89,-84.67,Non-adult,Aquatic,Water,35.1,NA,1.250420002,2.041392685,NA,42,
Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser medirostris,fish,41.53,41.53,-124.05,Non-adult,Aquatic,Water,34.5,NA,1.77815125,1.713210443,NA,43,
Actinopterygii,Characiformes,Lebiasinidae,Nannostomus marginatus,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,35.67,NA,-0.30980392,2.824044437,NA,44,
Actinopterygii,Characiformes,Lebisianidae,Pyrrhulina brevis,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,36.21,NA,0.334453751,2.84548563,NA,44,
Actinopterygii,Characiformes,Lebiasinidae,Nannostomus beckfordi,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,35.5,NA,-0.259637311,2.817069316,NA,44,
Actinopterygii,Characiformes,Crenuchidae,Microcharacidium eleotrioides,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,35.21,NA,0.049218023,2.804905759,NA,44,
Actinopterygii,Characiformes,Characidae,Iguanodectes geisleri,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,30.87,NA,0.190331698,2.564518119,NA,44,
Actinopterygii,Characiformes,Characidae,Hyphessobrycon melazonatus,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,32.6,NA,-0.193820026,2.67669361,NA,44,
Actinopterygii,Characiformes,Characidae,Hemigrammus geisleri,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,32.37,NA,-0.455931956,2.663347505,NA,44,
Actinopterygii,Characiformes,Crenuchidae,Crenuchus spilurus,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,34.71,NA,-0.036212173,2.783099247,NA,44,
Actinopterygii,Characiformes,Crenuchidae,Characidium pteroides,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,35.16,NA,0.049218023,2.802773725,NA,44,
Actinopterygii,Perciformes,Cichlidae,Apistogramma hippolytae,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,38.62,NA,0.305351369,2.930057125,NA,44,
Actinopterygii,Perciformes,Cichlidae,Aequidens pallidus,fish,-2.88,2.88,-59.96,Adult,Aquatic,Water,38.38,NA,0.086359831,2.922336131,NA,44,
Actinopterygii,Albuniformes,Albulidae,Albula vulpes,fish,24.83,24.83,-76.34,Adult,Aquatic,Water,37.9,NA,3.091814628,1.58546073,NA,45,
Actinopterygii,Perciformes,Cichlidae,Alcolapia grahami,fish,-2.06,2.06,36.232,Adult,Aquatic,Water,45.6,17.6,0.472756449,1.230448921,1.882714228,46,
Actinopterygii,Cypriniformes,Cyprinidae,Semotilus atromaculatus,fish,39.5,39.5,-91.5,Adult,Aquatic,Water,35.7,NA,0.792391689,2.50965048,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Noturus exilis,fish,39,39,-93,Adult,Aquatic,Water,36.5,NA,0.69019608,2.544068044,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Notropis stramineus,fish,39,39,-92.5,Adult,Aquatic,Water,37,NA,0.176091259,2.56427143,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Notropis rubellus,fish,39,39,-93,Adult,Aquatic,Water,35.3,NA,0.267171728,2.491361694,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Notropis nubilus,fish,38,38,-92,Adult,Aquatic,Water,36.2,NA,0.311753861,2.531478917,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Nocomis biguttatus,fish,38,38,-92,Adult,Aquatic,Water,35.6,NA,0.963787827,2.505149978,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Lythrurus umbratilis,fish,39,39,-93,Adult,Aquatic,Water,36.2,NA,0.130333768,2.531478917,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Luxilus zonatus,fish,38,38,-92,Adult,Aquatic,Water,35.3,NA,0.740362689,2.491361694,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Luxilus cornutus,fish,39,39,-93,Adult,Aquatic,Water,35.7,NA,0.792391689,2.50965048,NA,47,
Actinopterygii,Perciformes,Centrarchidae,Lepomis humilis,fish,39.5,39.5,-91.5,Adult,Aquatic,Water,36.4,NA,0.662757832,2.539912085,NA,47,
Actinopterygii,Atheriniformes,Atherinopsidae,Labidesthes sicculus,fish,39,39,-93,Adult,Aquatic,Water,36,NA,0,2.522878745,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Hybopsis dorsalis,fish,39.5,39.5,-91.5,Adult,Aquatic,Water,36.6,NA,0.161368002,2.548184611,NA,47,
Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus sciadicus,fish,38,38,-92,Adult,Aquatic,Water,37,NA,0.176091259,2.56427143,NA,47,
Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus olivaceus,fish,38,38,-92,Adult,Aquatic,Water,38.8,NA,0.33243846,2.630088715,NA,47,
Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus notatus,fish,39,39,-91,Adult,Aquatic,Water,38.3,NA,0.498310554,2.612783857,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus erythrogaster,fish,38,38,-92,Adult,Aquatic,Water,35.9,NA,0.243038049,2.51851394,NA,47,
Actinopterygii,Cypriniformes,Catostomidae,Catostomus commersoni,fish,39.5,39.5,-91.5,Adult,Aquatic,Water,34.9,NA,0.77815125,2.472268752,NA,47,
Actinopterygii,Siluriformes,Ictaluridae,Ameiurus melas,fish,39,39,-91,Adult,Aquatic,Water,38.1,NA,0.498310554,2.605664116,NA,47,
Actinopterygii,Cypriniformes,Cyprinidae,Pimephales promelas,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,36.1,NA,1.051923916,1.744292983,NA,48,
Actinopterygii,Perciformes,Centrarchidae,Lepomis macrochirus,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,35.8,NA,1.320146286,1.73239376,NA,48,
Actinopterygii,Perciformes,Centrarchidae,Lepomis cyanellus,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,37.4,NA,1.403120521,1.792391689,NA,48,
Actinopterygii,Cypriniformes,Cyprinidae,Gila elegans,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,37.2,NA,0.079181246,1.785329835,NA,48,
Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon macularius,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,40,NA,0.278753601,1.875061263,NA,48,
Actinopterygii,Cypriniformes,Catostomidae,Catostomus clarkii,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,35.1,NA,-0.15490196,1.703291378,NA,48,
Actinopterygii,Siluriformes,Ictaluridae,Ameiurus natalis,fish,32.83,32.83,-110.71,Adult,Aquatic,Water,38,NA,1.274157849,1.812913357,NA,48,
Actinopterygii,Perciformes,Pomacentridae,Amphiprion ocellaris,fish,23,23,-106,Adult,Aquatic,Water,36,14.8,0.204119983,0,0.716003344,49,
Actinopterygii,Perciformes,Ananbantidae,Anabas testudineus,fish,19.14,19.14,72.91,Adult,Aquatic,Water,41.9,12.4,1.231214648,1.361727836,1.62324929,50,
Actinopterygii,Osmeriformes,Galaxiidae,Galaxias maculatus,fish,-37.97,37.97,175.65,Adult,Aquatic,Water,33.8,NA,-0.022276395,0.895790748,NA,51,
Actinopterygii,Osmeriformes,Retropinnidae,Retropinna retropinna,fish,-37.97,37.97,175.65,Adult,Aquatic,Water,31.8,NA,0.342422681,0.895790748,NA,51,
Actinopterygii,Perciformes,Eleotridae,Gobiomorphus cotidianus,fish,-37.97,37.97,175.65,Adult,Aquatic,Water,34,NA,0.029383778,0.970036777,NA,51,
Actinopterygii,Perciformes,Eleotridae,Gobiomorphus basalis,fish,-37.97,37.97,175.65,Adult,Aquatic,Water,33.9,NA,0.041392685,0.966923541,NA,51,
Actinopterygii,Anguilliformes,Anguillidae,Anguilla australis,fish,-37.97,37.97,175.65,Adult,Aquatic,Water,36,NA,-0.397940009,0.985276743,NA,51,
Actinopterygii,Perciformes,Haemulidae,Anisotremus scapularis,fish,-12.06,12.06,-77.15,Non-adult,Aquatic,Water,32.6,NA,0.42975228,1.193124598,NA,52,
Actinopterygii,Characiformes,Hemiodontidae,Hemiodus gracilis ,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,37.4,NA,0.462847036,1.079181246,NA,53,
Actinopterygii,Siluriformes,Callichthyidae,Corydoras schwartzi,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,41,NA,0.2219356,1.602059991,NA,53,
Actinopterygii,Siluriformes,Callichthyidae,Corydoras pulcher,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,37.4,NA,0.886885359,1.672097858,NA,53,
Actinopterygii,Siluriformes,Callichthyidae,Brochis splendens,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,38.9,NA,0.808616035,1.736396502,NA,53,
Actinopterygii,Characiformes,Lebiasinidae,Nannostomus eques,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,41.7,NA,-0.485452247,1.638489257,NA,53,
Actinopterygii,Perciformes,Cichlidae,Laetacara fulvipinnis,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,40.9,NA,0.017867719,1.809559715,NA,53,
Actinopterygii,Characiformes,Characidae,Hyphessobrycon erythrostigma,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,40,NA,-0.522878745,1.397940009,NA,53,
Actinopterygii,Characiformes,Gasteropelecidae,Carnegiella strigata,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,39.6,NA,-0.2644011,1.633468456,NA,53,
Actinopterygii,Perciformes,Cichlidae,Apistogramma gephyra,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,40.8,NA,0.198657087,1.462397998,NA,53,
Actinopterygii,Perciformes,Cichlidae,Apistogramma borellii,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,41.3,NA,-0.518557371,1.618048097,NA,53,
Actinopterygii,Characiformes,Characidae,Colossoma macropomum,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,44,NA,-0.237321436,1.653212514,NA,53,
Actinopterygii,Characiformes,Characidae,Brycon amazonicus,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,39.4,NA,0.16879202,1.342422681,NA,53,
Actinopterygii,Perciformes,Cichlidae,Astronotus ocellatus,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,39.7,NA,0.47348697,1.767155866,NA,53,
Actinopterygii,Cypriniformes,Cyprinidae,Barilius bendelisis,fish,29.45,29.45,79.47,Non-adult,Aquatic,Water,36.02,2.77,0.881954971,1.666205875,1.418853478,54,
Actinopterygii,Perciformes,Gobiidae,Bathygobius fuscus,fish,-5.46,5.46,123.78,Adult,Intertidal,Water,42.4,9.2,-0.096910013,1.496006599,1.414973348,55,
Actinopterygii,Mugiliformes,Mugilidae,Ellochelon vaigiensis,fish,-5.46,5.46,123.78,Adult,Aquatic,Water,44.5,9.9,0.113943352,1.583576586,1.374137094,55,
Actinopterygii,Perciformes,Apogonidae,Ostorhinchus novemfasciatus,fish,-5.46,5.46,123.78,Adult,Aquatic,Water,40.1,12.9,-0.397940009,1.374137094,1.135662602,55,
Actinopterygii,Perciformes,Gobiidae,Bathygobius soporator,fish,24.63,24.63,-82.92,Non-adult,Intertidal,Water,40.92,NA,0.322219295,1.520197907,NA,56,
Actinopterygii,Perciformes,Lutjanidae,Lutjanus apodus,fish,24.63,24.63,-82.92,Non-adult,Aquatic,Water,40.9,NA,0.041392685,1.519525103,NA,56,
Actinopterygii,Perciformes,Haemulidae,Haemulon flavolineatum,fish,24.63,24.63,-82.92,Non-adult,Aquatic,Water,36.17,NA,0.146128036,1.32115745,NA,56,
Actinopterygii,Cypriniformes,Cyprinidae,Campostoma anomalum,fish,39.51,39.51,-84.7,Adult,Aquatic,Water,35.8,NA,0,1.10720997,NA,57,
Actinopterygii,Perciformes,Pomacentridae,Cirrhinus mrigala,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,43.1,12.1,1.397940009,1.374137094,1.665893546,58,
Actinopterygii,Cypriniformes,Cyprinidae,Labeo rohita,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,42.9,13.7,1.477121255,1.361727836,1.612783857,58,
Actinopterygii,Cypriniformes,Cyprinidae,Catla catla,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,42.7,13.9,1.447158031,1.348953548,1.605664116,58,
